Analysis(PDF_emu_3jets_6bins,bottom,MV1c,0.9195,AntiKt4TopoLCJVF0_5)
{
      meta_data_s (Hadronization, Pythia6)

      bin(20<pt<30,0<abseta<2.5)
      {
         central_value(1.003706,0.036667)
         sys(HerwigVsPythiaemu_3jets,0.021517)
         sys(HerwigVsPythia,0.021517)
         sys(ISRFSRemu_3jets,0.005488)
         sys(ISRFSR,0.005488)
         sys(Alpgenemu_3jets,0.025642)
         sys(Alpgen,0.025642)
         sys(ISRFSRWt,0.004349)
         sys(AlpgenZemu_3jets,0.007491)
         sys(AlpgenZ,0.007491)
         sys(HerwigVsAlpgenDibemu_3jets,0.005751)
         sys(HerwigVsAlpgenDib,0.005751)
         sys(JVF,-0.011943)
         sys(MuScale,-0.001279)
         sys(ElecEffic,0.000271)
         sys(MuonEffic,-0.000048)
         sys(ElecE,-0.000448)
         sys(ElecEResol,0.000458)
         sys(MuonEResolMS,0.000085)
         sys(MuonEResolID,-0.000696)
         sys(METResoSoftTerms,-0.000003)
         sys(METScaleSoftTerms,0.000003)
         sys(JetNPV,0.003999)
         sys(JetNP1,0.021167)
         sys(JetNP2,-0.034291)
         sys(JetNP3,0.016506)
         sys(JetNP4,-0.006107)
         sys(JetNP5,0.006618)
         sys(JetNP6_rest,0.002986)
         sys(JetMu,0.002033)
         sys(JetPilePt,-0.000238)
         sys(JetPileRho,0.028994)
         sys(JetFlavComp,0.014035)
         sys(JetFlavResp,0.004784)
         sys(JetEtaModel,0.015629)
         sys(JetEtaStat,0.008231)
         sys(jet energy resolution,0.021789)
         sys(JetNonClos,0.026199)
         sys(JetFlavB,0.024778)
         sys(fakes,0.003143)
         sys(ZHF,-0.001230)
         sys(stop,0.004072)
         sys(Z,0.004665)
         sys(Mistag,-0.001347)
      }

      bin(30<pt<60,0<abseta<2.5)
      {
         central_value(0.968365,0.014481)
         sys(HerwigVsPythiaemu_3jets,-0.011474)
         sys(HerwigVsPythia,-0.011474)
         sys(ISRFSRemu_3jets,-0.007255)
         sys(ISRFSR,-0.007255)
         sys(Alpgenemu_3jets,-0.001308)
         sys(Alpgen,-0.001308)
         sys(ISRFSRWt,0.000418)
         sys(AlpgenZemu_3jets,0.003799)
         sys(AlpgenZ,0.003799)
         sys(HerwigVsAlpgenDibemu_3jets,0.004729)
         sys(HerwigVsAlpgenDib,0.004729)
         sys(JVF,-0.000631)
         sys(MuScale,0.000430)
         sys(ElecEffic,0.000380)
         sys(MuonEffic,-0.000014)
         sys(ElecE,-0.000066)
         sys(ElecEResol,-0.000007)
         sys(MuonEResolMS,0.000136)
         sys(MuonEResolID,0.000021)
         sys(METScaleSoftTerms,0.000002)
         sys(JetNPV,0.000854)
         sys(JetNP1,0.004890)
         sys(JetNP2,-0.007799)
         sys(JetNP3,0.002214)
         sys(JetNP4,-0.000509)
         sys(JetNP5,-0.001021)
         sys(JetNP6_rest,0.000720)
         sys(JetMu,-0.000107)
         sys(JetPilePt,0.000026)
         sys(JetPileRho,0.002835)
         sys(JetFlavComp,0.002411)
         sys(JetFlavResp,0.001858)
         sys(JetEtaModel,0.004099)
         sys(JetEtaStat,0.000494)
         sys(jet energy resolution,0.005947)
         sys(JetNonClos,0.000398)
         sys(JetFlavB,0.004336)
         sys(fakes,0.002504)
         sys(ZHF,-0.001537)
         sys(stop,0.003755)
         sys(Z,0.003926)
         sys(Mistag,-0.000377)
      }

      bin(60<pt<90,0<abseta<2.5)
      {
         central_value(0.970324,0.014667)
         sys(HerwigVsPythiaemu_3jets,-0.006669)
         sys(HerwigVsPythia,-0.006669)
         sys(ISRFSRemu_3jets,-0.006970)
         sys(ISRFSR,-0.006970)
         sys(Alpgenemu_3jets,-0.010650)
         sys(Alpgen,-0.010650)
         sys(ISRFSRWt,-0.001009)
         sys(AlpgenZemu_3jets,0.003960)
         sys(AlpgenZ,0.003960)
         sys(HerwigVsAlpgenDibemu_3jets,0.004895)
         sys(HerwigVsAlpgenDib,0.004895)
         sys(JVF,0.000842)
         sys(MuScale,0.000460)
         sys(ElecEffic,0.000248)
         sys(MuonEffic,-0.000009)
         sys(ElecE,-0.000197)
         sys(ElecEResol,0.000002)
         sys(MuonEResolMS,0.000251)
         sys(MuonEResolID,-0.000067)
         sys(METScaleSoftTerms,0.000001)
         sys(JetNPV,0.000387)
         sys(JetNP1,0.000093)
         sys(JetNP2,0.000241)
         sys(JetNP3,-0.000756)
         sys(JetNP4,0.000905)
         sys(JetNP5,-0.001927)
         sys(JetNP6_rest,-0.000063)
         sys(JetMu,0.000157)
         sys(JetPilePt,0.000711)
         sys(JetPileRho,-0.002525)
         sys(JetFlavComp,0.001388)
         sys(JetFlavResp,0.000430)
         sys(JetEtaModel,0.000814)
         sys(JetEtaStat,-0.000106)
         sys(jet energy resolution,0.004275)
         sys(JetNonClos,-0.001642)
         sys(JetFlavB,-0.001272)
         sys(fakes,0.001867)
         sys(ZHF,0.000244)
         sys(stop,0.002043)
         sys(Z,0.001988)
         sys(Mistag,-0.000135)
      }

      bin(90<pt<140,0<abseta<2.5)
      {
         central_value(1.019609,0.017428)
         sys(HerwigVsPythiaemu_3jets,-0.005219)
         sys(HerwigVsPythia,-0.005219)
         sys(ISRFSRemu_3jets,-0.006487)
         sys(ISRFSR,-0.006487)
         sys(Alpgenemu_3jets,-0.012858)
         sys(Alpgen,-0.012858)
         sys(ISRFSRWt,0.000181)
         sys(AlpgenZemu_3jets,0.002336)
         sys(AlpgenZ,0.002336)
         sys(HerwigVsAlpgenDibemu_3jets,0.007352)
         sys(HerwigVsAlpgenDib,0.007352)
         sys(JVF,0.001685)
         sys(MuScale,-0.000218)
         sys(ElecEffic,0.000249)
         sys(MuonEffic,-0.000052)
         sys(ElecE,0.000263)
         sys(ElecEResol,-0.000170)
         sys(MuonEResolMS,-0.000032)
         sys(MuonEResolID,-0.000034)
         sys(METScaleSoftTerms,0.000002)
         sys(JetNPV,-0.002238)
         sys(JetNP1,-0.002076)
         sys(JetNP2,0.004403)
         sys(JetNP3,-0.002977)
         sys(JetNP4,0.000897)
         sys(JetNP5,-0.000424)
         sys(JetNP6_rest,-0.000766)
         sys(JetMu,-0.000339)
         sys(JetPilePt,-0.000537)
         sys(JetPileRho,-0.003501)
         sys(JetFlavComp,0.001282)
         sys(JetFlavResp,0.001245)
         sys(JetEtaModel,-0.001813)
         sys(JetEtaStat,-0.000928)
         sys(jet energy resolution,-0.002717)
         sys(JetNonClos,-0.003813)
         sys(JetFlavB,-0.004488)
         sys(fakes,0.002468)
         sys(ZHF,-0.000663)
         sys(stop,0.001695)
         sys(Z,0.004085)
         sys(Mistag,-0.000188)
      }

      bin(140<pt<200,0<abseta<2.5)
      {
         central_value(1.047265,0.035072)
         sys(HerwigVsPythiaemu_3jets,0.005515)
         sys(HerwigVsPythia,0.005515)
         sys(ISRFSRemu_3jets,-0.016704)
         sys(ISRFSR,-0.016704)
         sys(Alpgenemu_3jets,-0.018190)
         sys(Alpgen,-0.018190)
