Analysis(PDF_6bins_emu_2j,bottom,MV2c10,FixedCutBEff_60,AntiKt4EMTopoJets)
{
      meta_data_s (Hadronization, Pythia6EvtGen)
      meta_data_s (OperatingPoint,0.9349)

      bin(20<pt<30,0<abseta<2.5)
      {
         central_value(1.015467,0.042399)
         meta_data(N_jets tagged,486.000000,22.045408)
         meta_data(N_jets total,2547.000000,50.467812)
         sys(FT_EFF_HerwigVsPythiaemu_2jets,5.669483%)
         sys(FT_EFF_HerwigVsPythia,5.669483%)
         sys(FT_EFF_MCAtNLOemu_2jets,-3.094542%)
         sys(FT_EFF_MCAtNLO,-3.094542%)
         sys(FT_EFF_Variable Radiationemu_2jets,-0.324145%)
         sys(FT_EFF_Variable Radiation,-0.324145%)
         sys(FT_EFF_PowhegPythia8Zemu_2jets,-1.785309%)
         sys(FT_EFF_PowhegPythia8Z,-1.785309%)
         sys(FT_EFF_TopPtReweighting_NNLOemu_2jets,0.229863%)
         sys(FT_EFF_TopPtReweighting_NNLO,0.229863%)
         sys(FT_EFF_Single Top HerwigVsPythiaemu_2jets,1.064507%)
         sys(FT_EFF_Single Top HerwigVsPythia,1.064507%)
         sys(FT_EFF_Powheg_Dibosonemu_2jets,-0.307754%)
         sys(FT_EFF_Powheg_Diboson,-0.307754%)
         sys(FT_EFF_ZPTRWemu_2jets,0.093334%)
         sys(FT_EFF_ZPTRW,0.093334%)
         sys(FT_EFF_JET_BJES_Response,2.229132%)
         sys(FT_EFF_JET_EffectiveNP_1,6.670528%)
         sys(FT_EFF_JET_EffectiveNP_2,-1.064515%)
         sys(FT_EFF_JET_EffectiveNP_3,0.178252%)
         sys(FT_EFF_JET_EffectiveNP_4,-0.073908%)
         sys(FT_EFF_JET_EffectiveNP_5,-0.057790%)
         sys(FT_EFF_JET_EffectiveNP_6restTerm,0.140412%)
         sys(FT_EFF_JET_EtaIntercalibration_Modelling,1.921377%)
         sys(FT_EFF_JET_EtaIntercalibration_TotalStat,1.180829%)
         sys(FT_EFF_JET_Flavor_Composition,0.646880%)
         sys(FT_EFF_JET_Flavor_Response,-0.200859%)
         sys(FT_EFF_JET_Pileup_OffsetMu,-0.457045%)
         sys(FT_EFF_JET_Pileup_OffsetNPV,0.065261%)
         sys(FT_EFF_JET_Pileup_PtTerm,-0.000012%)
         sys(FT_EFF_JET_Pileup_RhoTopology,2.349000%)
         sys(FT_EFF_JET_PunchThrough_MC15,0.004070%)
         sys(FT_EFF_JET_JER_SINGLE_NP,-0.845314%)
         sys(FT_EFF_MUONS_SCALE,-0.020033%)
         sys(FT_EFF_MUONS_ID,0.039071%)
         sys(FT_EFF_MUONS_MS,0.002237%)
         sys(FT_EFF_EG_RESOLUTION_ALL,0.058122%)
         sys(FT_EFF_EG_SCALE_ALL,0.065415%)
         sys(FT_EFF_MUON_EFF_STAT,0.021972%)
         sys(FT_EFF_MUON_EFF_SYS,0.039327%)
         sys(FT_EFF_MUON_ISO_STAT,0.000391%)
         sys(FT_EFF_MUON_ISO_SYS,0.012835%)
         sys(FT_EFF_MUON_EFF_TrigSystUncertainty_1up,0.004096%)
         sys(FT_EFF_MUON_EFF_TrigStatUncertainty_1up,0.003975%)
         sys(FT_EFF_PRW_DATASF_1up,0.583330%)
         sys(FT_EFF_fakes,1.520629%)
         sys(FT_EFF_ZHF,-0.099287%)
         sys(FT_EFF_stop,0.344455%)
         sys(FT_EFF_dib,2.682639%)
         sys(FT_EFF_Z,1.418714%)
         sys(FT_EFF_Lumi,0.564663%)
         sys(FT_EFF_Mistag,-0.306218%)
         sys(FT_EFF_MistagC,-0.050946%)
      }

      bin(30<pt<60,0<abseta<2.5)
      {
         central_value(1.053630,0.014982)
         meta_data(N_jets tagged,2821.000000,53.113087)
         meta_data(N_jets total,6210.000000,78.803553)
         sys(FT_EFF_HerwigVsPythiaemu_2jets,1.394066%)
         sys(FT_EFF_HerwigVsPythia,1.394066%)
         sys(FT_EFF_MCAtNLOemu_2jets,-0.006445%)
         sys(FT_EFF_MCAtNLO,-0.006445%)
         sys(FT_EFF_Variable Radiationemu_2jets,-0.272583%)
         sys(FT_EFF_Variable Radiation,-0.272583%)
         sys(FT_EFF_PowhegPythia8Zemu_2jets,-2.284335%)
         sys(FT_EFF_PowhegPythia8Z,-2.284335%)
         sys(FT_EFF_TopPtReweighting_NNLOemu_2jets,0.084759%)
         sys(FT_EFF_TopPtReweighting_NNLO,0.084759%)
         sys(FT_EFF_Single Top HerwigVsPythiaemu_2jets,-0.123455%)
         sys(FT_EFF_Single Top HerwigVsPythia,-0.123455%)
         sys(FT_EFF_Powheg_Dibosonemu_2jets,-0.303508%)
         sys(FT_EFF_Powheg_Diboson,-0.303508%)
         sys(FT_EFF_ZPTRWemu_2jets,0.087175%)
         sys(FT_EFF_ZPTRW,0.087175%)
         sys(FT_EFF_JET_BJES_Response,0.236579%)
         sys(FT_EFF_JET_EffectiveNP_1,0.898870%)
         sys(FT_EFF_JET_EffectiveNP_2,0.097756%)
         sys(FT_EFF_JET_EffectiveNP_3,-0.132566%)
         sys(FT_EFF_JET_EffectiveNP_4,0.143402%)
         sys(FT_EFF_JET_EffectiveNP_5,-0.103923%)
         sys(FT_EFF_JET_EffectiveNP_6restTerm,0.000466%)
         sys(FT_EFF_JET_EtaIntercalibration_Modelling,0.489217%)
         sys(FT_EFF_JET_EtaIntercalibration_TotalStat,0.219749%)
         sys(FT_EFF_JET_Flavor_Composition,0.915297%)
         sys(FT_EFF_JET_Flavor_Response,-0.241510%)
         sys(FT_EFF_JET_Pileup_OffsetMu,-0.056406%)
         sys(FT_EFF_JET_Pileup_OffsetNPV,0.012185%)
         sys(FT_EFF_JET_Pileup_PtTerm,0.130427%)
         sys(FT_EFF_JET_Pileup_RhoTopology,0.215344%)
         sys(FT_EFF_JET_PunchThrough_MC15,0.000635%)
         sys(FT_EFF_JET_JER_SINGLE_NP,1.079892%)
         sys(FT_EFF_MUONS_SCALE,0.002322%)
         sys(FT_EFF_MUONS_ID,-0.004754%)
         sys(FT_EFF_MUONS_MS,0.004619%)
         sys(FT_EFF_EG_RESOLUTION_ALL,0.021461%)
         sys(FT_EFF_EG_SCALE_ALL,0.019787%)
         sys(FT_EFF_MUON_EFF_STAT,0.007151%)
         sys(FT_EFF_MUON_EFF_SYS,0.022414%)
         sys(FT_EFF_MUON_ISO_STAT,0.003486%)
         sys(FT_EFF_MUON_ISO_SYS,0.007526%)
         sys(FT_EFF_MUON_EFF_TrigSystUncertainty_1up,0.003258%)
         sys(FT_EFF_MUON_EFF_TrigStatUncertainty_1up,0.006567%)
         sys(FT_EFF_PRW_DATASF_1up,0.217660%)
         sys(FT_EFF_fakes,1.101304%)
         sys(FT_EFF_ZHF,-0.238090%)
         sys(FT_EFF_stop,0.120975%)
         sys(FT_EFF_dib,1.589274%)
