Analysis(pTrel,tau,JetFitterCOMBNNc,1.05,AntiKt4TopoEM)
{
	bin(20<pt<200,0.0<abseta<0.6)
	{
		central_value(0.9648,0.0168)
		sys(jet energy resolution,3.5161%)
		sys(ptrel light template contamination,-0.2813%)
		sys(pileup mu reweighting,0.1614%)
		sys(jet energy scale,1.6746%)
		sys(b-fragmentation function,1.8155%)
		usys(simulation tagging efficiency,1.0651%)
		sys(muon pT spectrum,-2.8577%)
		sys(modelling of c-production,0.4919%)
		sys(modelling of b-production,0.7448%)
		sys(b-fragmentation fraction,1.8682%)
		sys(modelling of the b-hadron direction,0.3703%)
		usys(MC statistics,2.5807%)
		sys(semileptonic correction,-1.6668%)
		sys(fake muons in b-jets,-0.6424%)
		sys(b-decay branching fractions,1.2520%)
		sys(scale factor for inclusive b-jets,4.0000%)
		sys(charm-light ratio,2.7585%)
		sys(b-decay p* spectrum,-9.5254%)
                sys(extrapolation from b to c,11%) 
                sys(extrapolation from c to tau,22%) 
	}
	bin(20<pt<200,0.6<abseta<1.2)
	{
		central_value(0.9380,0.0189)
		sys(jet energy resolution,-1.4931%)
		sys(ptrel light template contamination,-0.8047%)
		sys(pileup mu reweighting,1.1324%)
		sys(jet energy scale,0.8223%)
		sys(b-fragmentation function,0.8247%)
		usys(simulation tagging efficiency,1.6502%)
		sys(muon pT spectrum,-2.4029%)
		sys(modelling of c-production,1.1686%)
		sys(modelling of b-production,0.0591%)
		sys(b-fragmentation fraction,-0.0101%)
		sys(modelling of the b-hadron direction,-1.0094%)
		usys(MC statistics,5.6936%)
		sys(semileptonic correction,-0.3028%)
		sys(fake muons in b-jets,-0.3330%)
		sys(b-decay branching fractions,1.0599%)
		sys(scale factor for inclusive b-jets,4.0000%)
		sys(charm-light ratio,3.6750%)
		sys(b-decay p* spectrum,-9.6805%)
                sys(extrapolation from b to c,11%) 
                sys(extrapolation from c to tau,22%) 
	}
	bin(20<pt<200,1.2<abseta<1.8)
	{
		central_value(1.0290,0.0228)
		sys(jet energy resolution,-1.8058%)
		sys(ptrel light template contamination,-0.8646%)
		sys(pileup mu reweighting,0.7101%)
		sys(jet energy scale,3.2183%)
		sys(b-fragmentation function,0.2380%)
		usys(simulation tagging efficiency,0.8672%)
		sys(muon pT spectrum,-1.4708%)
		sys(modelling of c-production,0.5878%)
		sys(modelling of b-production,0.1984%)
		sys(b-fragmentation fraction,-0.5348%)
		sys(modelling of the b-hadron direction,-0.3165%)
		usys(MC statistics,6.5040%)
		sys(semileptonic correction,0.0267%)
		sys(fake muons in b-jets,-0.2908%)
		sys(b-decay branching fractions,0.4801%)
		sys(scale factor for inclusive b-jets,4.0000%)
		sys(charm-light ratio,1.5914%)
		sys(b-decay p* spectrum,-2.7317%)
                sys(extrapolation from b to c,11%) 
                sys(extrapolation from c to tau,22%) 
	}
	bin(20<pt<200,1.8<abseta<2.5)
	{
		central_value(0.9650,0.0231)
		sys(jet energy resolution,2.4541%)
		sys(ptrel light template contamination,-1.2102%)
		sys(pileup mu reweighting,1.4918%)
		sys(jet energy scale,4.1521%)
		sys(b-fragmentation function,0.5951%)
		usys(simulation tagging efficiency,1.7136%)
		sys(muon pT spectrum,-1.5669%)
		sys(modelling of c-production,2.3973%)
		sys(modelling of b-production,0.1573%)
		sys(b-fragmentation fraction,0.7186%)
		sys(modelling of the b-hadron direction,1.4874%)
		usys(MC statistics,3.9059%)
		sys(semileptonic correction,-0.3161%)
		sys(fake muons in b-jets,-0.6387%)
		sys(b-decay branching fractions,0.3704%)
		sys(scale factor for inclusive b-jets,4.0000%)
		sys(charm-light ratio,4.1063%)
		sys(b-decay p* spectrum,-2.8006%)
                sys(extrapolation from b to c,11%) 
                sys(extrapolation from c to tau,22%) 
	}
	bin(20<pt<30,0<abseta<2.5)
	{
		central_value(0.8636,0.0243)
		sys(jet energy resolution,3.3421%)
		sys(ptrel light template contamination,-0.9701%)
		sys(pileup mu reweighting,0.8145%)
		sys(jet energy scale,2.1206%)
		sys(b-fragmentation function,0.3597%)
		usys(simulation tagging efficiency,2.2463%)
		sys(muon pT spectrum,-0.7443%)
		sys(modelling of c-production,0.2557%)
		sys(modelling of b-production,0.1747%)
		sys(b-fragmentation fraction,-1.6213%)
		sys(modelling of the b-hadron direction,0.6103%)
		usys(MC statistics,6.2747%)
		sys(semileptonic correction,-0.7467%)
		sys(fake muons in b-jets,0.0206%)
		sys(b-decay branching fractions,0.2895%)
		sys(scale factor for inclusive b-jets,4.0000%)
		sys(charm-light ratio,3.5265%)
		sys(b-decay p* spectrum,-3.5230%)
                sys(extrapolation from b to c,11%) 
                sys(extrapolation from c to tau,22%) 
	}
	bin(30<pt<40,0<abseta<2.5)
	{
		central_value(0.9453,0.0160)
		sys(jet energy resolution,3.4528%)
		sys(ptrel light template contamination,-0.4100%)
		sys(pileup mu reweighting,0.5360%)
		sys(jet energy scale,0.4530%)
		sys(b-fragmentation function,1.3729%)
		usys(simulation tagging efficiency,0.9885%)
		sys(muon pT spectrum,-2.8447%)
		sys(modelling of c-production,0.3468%)
		sys(modelling of b-production,0.1467%)
		sys(b-fragmentation fraction,3.9069%)
		sys(modelling of the b-hadron direction,1.2569%)
		usys(MC statistics,1.5640%)
		sys(semileptonic correction,-0.2750%)
		sys(fake muons in b-jets,-0.6705%)
		sys(b-decay branching fractions,1.4783%)
		sys(scale factor for inclusive b-jets,4.0000%)
		sys(charm-light ratio,2.2475%)
		sys(b-decay p* spectrum,-3.1634%)
                sys(extrapolation from b to c,11%) 
                sys(extrapolation from c to tau,22%) 
	}
	bin(40<pt<50,0<abseta<2.5)
	{
		central_value(1.0499,0.0154)
		sys(jet energy resolution,-0.0724%)
		sys(ptrel light template contamination,-0.8050%)
		sys(pileup mu reweighting,0.5146%)
		sys(jet energy scale,2.3662%)
		sys(b-fragmentation function,0.7797%)
		usys(simulation tagging efficiency,0.4343%)
		sys(muon pT spectrum,-0.1737%)
		sys(modelling of c-production,2.2864%)
		sys(modelling of b-production,0.0692%)
		sys(b-fragmentation fraction,-1.0420%)
		sys(modelling of the b-hadron direction,-0.6926%)
		usys(MC statistics,1.1340%)
		sys(semileptonic correction,0.0352%)
		sys(fake muons in b-jets,0.0456%)
		sys(b-decay branching fractions,0.8643%)
		sys(scale factor for inclusive b-jets,4.0000%)
		sys(charm-light ratio,1.9708%)
		sys(b-decay p* spectrum,-5.7621%)
                sys(extrapolation from b to c,11%) 
                sys(extrapolation from c to tau,22%) 
	}
	bin(50<pt<60,0<abseta<2.5)
	{
		central_value(1.0820,0.0218)
		sys(jet energy resolution,-0.0609%)
		sys(ptrel light template contamination,-0.5836%)
		sys(pileup mu reweighting,0.3897%)
		sys(jet energy scale,0.5695%)
		sys(b-fragmentation function,0.0527%)
		usys(simulation tagging efficiency,0.6042%)
		sys(muon pT spectrum,0.0300%)
		sys(modelling of c-production,1.7785%)
		sys(modelling of b-production,0.1413%)
		sys(b-fragmentation fraction,0.3935%)
		sys(modelling of the b-hadron direction,-1.1268%)
		usys(MC statistics,2.5775%)
		sys(semileptonic correction,0.0654%)
		sys(fake muons in b-jets,0.1160%)
		sys(b-decay branching fractions,0.0567%)
		sys(scale factor for inclusive b-jets,4.0000%)
		sys(charm-light ratio,0.9525%)
		sys(b-decay p* spectrum,-1.4478%)
                sys(extrapolation from b to c,11%) 
                sys(extrapolation from c to tau,22%) 
	}
	bin(60<pt<75,0<abseta<2.5)
	{
		central_value(1.0163,0.0220)
		sys(jet energy resolution,0.8665%)
		sys(ptrel light template contamination,-0.7338%)
		sys(pileup mu reweighting,0.6176%)
		sys(jet energy scale,1.3780%)
		sys(b-fragmentation function,0.2096%)
		usys(simulation tagging efficiency,0.7224%)
		sys(muon pT spectrum,-0.4893%)
		sys(modelling of c-production,2.7527%)
		sys(modelling of b-production,0.0523%)
		sys(b-fragmentation fraction,-0.0431%)
		sys(modelling of the b-hadron direction,1.3516%)
