Analysis(KinSel_dilep_2j,bottom,JFC,-1.0_0.0,AntiKt4TopoLCnoJVF ) {
    meta_data_s (Hadronization, Pythia6)
    bin(20<pt<30,0<abseta<2.5)
    {
        central_value(0.911,8.7846%)
        sys(electron energy resolution,0.34805%)
        sys(electron energy scale,-0.04565%)
        sys(electron reco and ID efficiency SF,-0.0554%)
        sys(electron trigger efficiency SF,-0.14805%)
        sys(jet reco efficiency,-0.2405%)
        sys(jet energy resolution,-11.4232%)
        sys(muon momentum scale,-0.1018%)
        sys(muon trigger efficiency SF,-0.0742%)
        sys(luminosity,-0%)
        sys(ttbar normalization,-2.5105%)
        sys(single top normalization,0.2364%)
        sys(ttbar ll diboson normalization,4.66925%)
        sys(epsilon light,0%)
        sys(epsilon charm,0%)
        sys(Zjets normalization,0.2836%)
        sys(ttbar ll fake lepton estimation normalization,1.3865%)
        sys(ReweightBJetPt,-7.0468%)
        sys(HerwigDiboson,0.225%)
       usys(muon reconstruction efficiency SF,-0.0742%)
        sys(muon momentum resolution,0.08%)
        sys(jvf,2.9359%)
        sys(IFSR,-3.62186%)
        sys(MC generator,7.26999%)
        sys(parton shower,-1.57155%)
        sys(jet energy scale,-14.7811%)
    }
    bin(30<pt<40,0<abseta<2.5)
    {
        central_value(0.9557,5.752%)
        sys(electron energy resolution,0.18065%)
        sys(electron energy scale,-0.218%)
        sys(electron reco and ID efficiency SF,-0.1395%)
        sys(electron trigger efficiency SF,-0.193%)
        sys(jet reco efficiency,0.3729%)
        sys(jet energy resolution,-2.3604%)
        sys(muon momentum scale,-0.0247%)
        sys(muon trigger efficiency SF,-0.08195%)
        sys(luminosity,0%)
        sys(ttbar normalization,-1.697%)
        sys(single top normalization,0.04745%)
        sys(ttbar ll diboson normalization,3.1887%)
        sys(epsilon light,0%)
        sys(epsilon charm,0%)
        sys(Zjets normalization,0.235%)
        sys(ttbar ll fake lepton estimation normalization,0.9175%)
        sys(ReweightBJetPt,-2.0829%)
        sys(HerwigDiboson,1.1746%)
       usys(muon reconstruction efficiency SF,-0.14645%)
        sys(muon momentum resolution,0.22865%)
        sys(jvf,1.00855%)
        sys(IFSR,-4.10956%)
        sys(MC generator,8.71488%)
        sys(parton shower,-5.0538%)
        sys(jet energy scale,-5.114%)
    }
    bin(40<pt<50,0<abseta<2.5)
    {
        central_value(0.9996,4.6845%)
        sys(electron energy resolution,0.1588%)
        sys(electron energy scale,-0.5062%)
        sys(electron reco and ID efficiency SF,-0.29505%)
        sys(electron trigger efficiency SF,-0.30315%)
        sys(jet reco efficiency,0.0441%)
        sys(jet energy resolution,-2.3604%)
        sys(muon momentum scale,0.0275%)
        sys(muon trigger efficiency SF,0.1664%)
        sys(luminosity,-0%)
        sys(ttbar normalization,-1.1649%)
        sys(single top normalization,0.0372%)
        sys(ttbar ll diboson normalization,2.19975%)
        sys(epsilon light,0%)
        sys(epsilon charm,0%)
        sys(Zjets normalization,0.1535%)
        sys(ttbar ll fake lepton estimation normalization,0.6231%)
        sys(ReweightBJetPt,0.6691%)
        sys(HerwigDiboson,0.9563%)
       usys(muon reconstruction efficiency SF,-0.3326%)
        sys(muon momentum resolution,0.215%)
        sys(jvf,0.6447%)
        sys(IFSR,-5.26387%)
        sys(MC generator,5.66239%)
        sys(parton shower,-3.49035%)
        sys(jet energy scale,-4.87275%)
    }
    bin(50<pt<60,0<abseta<2.5)
    {
        central_value(0.9867,5.2275%)
        sys(electron energy resolution,0.2975%)
        sys(electron energy scale,-0.0804%)
        sys(electron reco and ID efficiency SF,0.09015%)
        sys(electron trigger efficiency SF,-0.1033%)
        sys(jet reco efficiency,0.2143%)
        sys(jet energy resolution,-2.3604%)
        sys(muon momentum scale,-0.004%)
        sys(muon trigger efficiency SF,-0.0312%)
        sys(luminosity,0%)
        sys(ttbar normalization,-1.39355%)
        sys(single top normalization,0.01215%)
        sys(ttbar ll diboson normalization,2.0114%)
        sys(epsilon light,0%)
        sys(epsilon charm,0%)
        sys(Zjets normalization,0.2523%)
        sys(ttbar ll fake lepton estimation normalization,0.9306%)
        sys(ReweightBJetPt,0.0283%)
        sys(HerwigDiboson,0.9803%)
       usys(muon reconstruction efficiency SF,-0.1813%)
        sys(muon momentum resolution,0.0952%)
        sys(jvf,0.46165%)
        sys(IFSR,-4.82267%)
        sys(MC generator,1.19578%)
        sys(parton shower,-1.94059%)
        sys(jet energy scale,1.99915%)
    }
    bin(60<pt<75,0<abseta<2.5)
    {
        central_value(1.0155,4.3624%)
        sys(electron energy resolution,-0.0929%)
        sys(electron energy scale,-0.11055%)
        sys(electron reco and ID efficiency SF,-0.14705%)
        sys(electron trigger efficiency SF,-0.15145%)
        sys(jet reco efficiency,-0.1616%)
        sys(jet energy resolution,-1.93%)
        sys(muon momentum scale,-0.2443%)
        sys(muon trigger efficiency SF,-0.13415%)
        sys(luminosity,-0%)
        sys(ttbar normalization,-1.17865%)
        sys(single top normalization,0.03335%)
        sys(ttbar ll diboson normalization,1.8232%)
        sys(epsilon light,0%)
        sys(epsilon charm,0%)
        sys(Zjets normalization,0.23405%)
        sys(ttbar ll fake lepton estimation normalization,0.7088%)
        sys(ReweightBJetPt,1.4285%)
        sys(HerwigDiboson,1.0352%)
       usys(muon reconstruction efficiency SF,-0.20515%)
        sys(muon momentum resolution,0.10015%)
        sys(jvf,-0.1467%)
        sys(IFSR,-4.81793%)
        sys(MC generator,1.63574%)
        sys(parton shower,-5.69681%)
        sys(jet energy scale,-2.43815%)
    }
    bin(75<pt<90,0<abseta<2.5)
    {
        central_value(0.98,5.3415%)
        sys(electron energy resolution,0.5732%)
        sys(electron energy scale,0.6207%)
        sys(electron reco and ID efficiency SF,0.0641%)
        sys(electron trigger efficiency SF,-0.09065%)
        sys(jet reco efficiency,-0.1151%)
        sys(jet energy resolution,-1.93%)
        sys(muon momentum scale,0.1454%)
        sys(muon trigger efficiency SF,0.09195%)
        sys(luminosity,0%)
        sys(ttbar normalization,-1.3183%)
        sys(single top normalization,-0.00975%)
        sys(ttbar ll diboson normalization,2.1231%)
        sys(epsilon light,0%)
        sys(epsilon charm,0%)
        sys(Zjets normalization,0.2485%)
        sys(ttbar ll fake lepton estimation normalization,0.6476%)
        sys(ReweightBJetPt,-0.0422%)
        sys(HerwigDiboson,1.6469%)
       usys(muon reconstruction efficiency SF,0.1079%)
        sys(muon momentum resolution,0.0249%)
        sys(jvf,0.1163%)
        sys(IFSR,-6.02228%)
        sys(MC generator,4.66801%)
        sys(parton shower,-4.71304%)
        sys(jet energy scale,-1.4808%)
    }
    bin(90<pt<110,0<abseta<2.5)
    {
        central_value(0.9929,6.4857%)
        sys(electron energy resolution,0.34665%)
        sys(electron energy scale,-0.3563%)
        sys(electron reco and ID efficiency SF,0.30745%)
        sys(electron trigger efficiency SF,0.1097%)
        sys(jet reco efficiency,0.0975%)
        sys(jet energy resolution,2.3888%)
        sys(muon momentum scale,-0.0387%)
        sys(muon trigger efficiency SF,0.20555%)
        sys(luminosity,0%)
