Analysis(ttbarKFlepjet ,bottom, SV0,5.65, AntiKt4Topo){
      meta_data_s (Hadronization, Pythia6)
bin(25<pt<30,0<abseta<2.5)
{
central_value(0.706486 , 0.191919)
sys(ISR/FSR ,3.69035%)
sys(MC generator ,3.07131%)
sys(fragmentation ,2.47964%)
sys(jet energy scale ,2.35197%)
sys(jet energy resolution ,0.0572043%)
sys(jet reco efficiency ,0.0883152%)
sys(MET cellout ,0.323774%)
sys(MET pileup ,5.49275%)
sys(electron trigger ,0.109831%)
sys(electron energy smearing ,0.106677%)
sys(electron reco ID ,0.158468%)
sys(electron energy scaling ,0.117773%)
sys(muon trigger ,0.109876%)
sys(muon energy scaling ,0.258423%)
sys(muon reco ID ,0.146378%)
sys(top mass ,3.25228%)
sys(chi2 cut normalisation ,8.89653%)
sys(pretag ,3.63659%)
}
bin(30<pt<40,0<abseta<2.5)
{
central_value(1.01877 , 0.158355)
sys(ISR/FSR ,3.31179%)
sys(MC generator ,0.28953%)
sys(fragmentation ,0.7223%)
sys(jet energy scale ,0.463557%)
sys(jet energy resolution ,0.0437108%)
sys(jet reco efficiency ,0.0287753%)
sys(MET cellout ,0.132789%)
sys(MET pileup ,0.915069%)
sys(electron trigger ,0.0769948%)
sys(electron energy smearing ,0.127008%)
sys(electron reco ID ,0.109118%)
sys(electron energy scaling ,0.101071%)
sys(muon trigger ,0.0787145%)
sys(muon energy scaling ,0.104251%)
sys(muon reco ID ,0.114293%)
sys(top mass ,1.51454%)
sys(chi2 cut normalisation ,17.868%)
sys(pretag ,3.95742%)
}
bin(40<pt<50,0<abseta<2.5)
{
central_value(0.931798 , 0.126095)
sys(ISR/FSR ,2.93182%)
sys(MC generator ,0.259072%)
sys(fragmentation ,0.981203%)
sys(jet energy scale ,0.131151%)
sys(jet energy resolution ,0.0234762%)
sys(jet reco efficiency ,0.054488%)
sys(MET cellout ,0.0565725%)
sys(MET pileup ,1.08651%)
sys(electron trigger ,0.0579989%)
sys(electron energy smearing ,0.0557177%)
sys(electron reco ID ,0.0836351%)
sys(electron energy scaling ,0.0534623%)
sys(muon trigger ,0.0614859%)
sys(muon energy scaling ,0.0493275%)
sys(muon reco ID ,0.0808544%)
sys(top mass ,1.12111%)
sys(chi2 cut normalisation ,6.65011%)
sys(pretag ,1.91463%)
}
bin(50<pt<60,0<abseta<2.5)
{
central_value(0.946452 , 0.114239)
sys(ISR/FSR ,2.82129%)
sys(MC generator ,0.78774%)
sys(fragmentation ,0.306717%)
sys(jet energy scale ,2.2124%)
sys(jet energy resolution ,0.0964149%)
sys(jet reco efficiency ,0.0269932%)
sys(MET cellout ,0.544092%)
sys(MET pileup ,1.57444%)
sys(electron trigger ,0.0889832%)
sys(electron energy smearing ,0.152532%)
sys(electron reco ID ,0.12654%)
sys(electron energy scaling ,0.134053%)
sys(muon trigger ,0.0916927%)
sys(muon energy scaling ,0.149187%)
